1608275011.4655998,3.613,0.5471,-0.3643
1608275011.4675937,3.613,0.5471,-0.3643
1608275011.4695878,2.8411,-1.2617,-0.6895
1608275011.471583,2.8411,-1.2617,-0.6895
1608275011.4725788,2.8411,-1.2617,-0.6895
1608275011.4735768,4.8433,1.2834,-0.7002
1608275011.4745798,4.8433,1.2834,-0.7002
1608275011.475572,4.8433,1.2834,-0.7002
1608275011.4765692,1.6128,-1.7205,-0.1523
1608275011.4775665,1.6128,-1.7205,-0.1523
1608275011.4775665,1.6128,-1.7205,-0.1523
1608275011.4785757,3.3792,1.0532,-0.6865
1608275011.4795609,3.3792,1.0532,-0.6865
1608275011.4805586,3.3792,1.0532,-0.6865
1608275011.4826794,2.9482,-0.4434,0.2642
1608275011.4876893,2.9482,-0.4434,0.2642
1608275011.4926782,2.9482,-0.4434,0.2642
1608275011.4976993,2.9482,-0.4434,0.2642
1608275011.5036855,2.1174,-0.0503,-0.2573
1608275011.5086746,2.1174,-0.0503,-0.2573
1608275011.5136607,2.1174,-0.0503,-0.2573
1608275011.5186472,7.0396,0.1609,-1.168
1608275011.5236344,7.0396,0.1609,-1.168
1608275011.529618,7.0396,0.1609,-1.168
1608275011.5338628,3.9014,0.2021,-0.5522
1608275011.5388496,3.9014,0.2021,-0.5522
1608275011.5438366,3.9014,0.2021,-0.5522
1608275011.5488243,4.5913,0.3835,-0.9971
1608275011.5533369,4.5913,0.3835,-0.9971
1608275011.5583317,4.5913,0.3835,-0.9971
1608275011.5643096,0.3196,-1.2556,0.2578
1608275011.5692961,0.3196,-1.2556,0.2578
1608275011.574289,0.3196,-1.2556,0.2578
1608275011.5782723,2.7522,0.3877,-0.4995
1608275011.5832589,2.7522,0.3877,-0.4995
1608275011.589243,2.7522,0.3877,-0.4995
1608275011.5942292,5.1204,0.76,-0.9424
1608275011.598219,5.1204,0.76,-0.9424
1608275011.605201,5.1204,0.76,-0.9424
1608275011.6101866,3.2339,0.2322,-0.3643
1608275011.6151733,3.2339,0.2322,-0.3643
1608275011.62016,3.2339,0.2322,-0.3643
1608275011.6251469,3.8508,-0.2302,-0.4824
1608275011.6301334,3.8508,-0.2302,-0.4824
1608275011.6341226,3.8508,-0.2302,-0.4824
1608275011.6391094,2.3501,-0.021,-0.0576
1608275011.6440966,2.3501,-0.021,-0.0576
1608275011.6490836,2.3501,-0.021,-0.0576
1608275011.654069,4.8271,-0.5781,-0.8784
1608275011.6590562,4.8271,-0.5781,-0.8784
1608275011.664043,4.8271,-0.5781,-0.8784
1608275011.6690295,4.8271,-0.5781,-0.8784
1608275011.6750162,5.6819,1.3423,-0.4951
1608275011.6790028,5.6819,1.3423,-0.4951
1608275011.6829925,5.6819,1.3423,-0.4951
1608275011.6879787,0.2795,-0.4326,-0.5669
1608275011.6929657,0.2795,-0.4326,-0.5669
1608275011.6979516,0.2795,-0.4326,-0.5669
1608275011.7029417,2.6226,-0.4617,-0.5991
1608275011.7089226,2.6226,-0.4617,-0.5991
1608275011.7139099,2.6226,-0.4617,-0.5991
1608275011.7188966,2.7056,0.5964,-0.2437
1608275011.7238832,2.7056,0.5964,-0.2437
1608275011.7288697,2.7056,0.5964,-0.2437
1608275011.733856,3.1438,0.1782,-0.917
1608275011.7388432,3.1438,0.1782,-0.917
1608275011.7448316,3.1438,0.1782,-0.917
1608275011.7488158,5.5286,1.2429,-0.4019
1608275011.7538028,5.5286,1.2429,-0.4019
1608275011.7577915,5.5286,1.2429,-0.4019
1608275011.7635434,1.0042,-2.1697,0.2588
1608275011.7685308,1.0007,-0.0002,-0.0002
1608275011.773518,1.0042,-2.1697,0.2588
1608275011.7785048,2.9463,0.2327,-0.5278
1608275011.7834914,2.9463,0.2327,-0.5278
1608275011.7884777,2.9463,0.2327,-0.5278
