1608276591.7419734,1.0759,-0.6138,-0.011
1608276591.74696,-1.1902,-1.1731,-1.0232
1608276591.7519464,1.5557,-0.7244,0.7158
1608276591.7569342,-1.1465,-1.1855,-0.9426
1608276591.7609224,1.5159,-0.7131,0.627
1608276591.764814,-1.0801,-1.1848,-0.8638
1608276591.7698205,0.8059,-0.5479,-0.3262
1608276591.7739387,-0.3777,-1.3452,-0.0254
1608276591.7779765,0.7019,-0.5161,-0.4495
1608276591.783306,-0.2915,-1.3613,0.0796
1608276591.7883778,0.5977,-0.4817,-0.5659
1608276591.7928803,-0.1965,-1.3899,0.1704
1608276591.7979612,0.5022,-0.4609,-0.6941
1608276591.8029757,-0.095,-1.4111,0.2705
1608276591.8081708,0.4133,-0.4373,-0.8088
1608276591.8119478,0.002,-1.4358,0.354
1608276591.8172302,0.3118,-0.4153,-0.9148
1608276591.8222175,0.9065,-1.4426,1.0454
1608276591.8269691,-0.7295,-0.469,-1.2522
1608276591.832318,1.0007,-1.407,1.0862
1608276591.8369668,-0.8091,-0.5054,-1.2688
1608276591.8423004,1.0688,-1.376,1.1311
1608276591.8468876,-0.8887,-0.5471,-1.2976
1608276591.8512864,1.1624,-1.322,1.1704
1608276591.8562784,-0.957,-0.5981,-1.3223
1608276591.860971,1.2336,-1.272,1.2029
1608276591.8659225,-1.0239,-0.6516,-1.3591
1608276591.871059,1.3145,-1.2134,1.2166
1608276591.8759615,-1.0781,-0.7141,-1.3728
1608276591.880511,1.3894,-1.1421,1.2246
1608276591.8853908,-1.134,-0.7822,-1.3899
1608276591.8905363,1.6558,-0.6843,0.9143
1608276591.8949742,-1.2732,-1.2249,-1.0979
1608276591.8999574,1.6208,-0.6677,0.8333
1608276591.9046938,-1.2327,-1.2319,-1.0386
1608276591.9097118,1.5813,-0.6575,0.7485
1608276591.9149528,-1.1843,-1.2446,-0.9773
1608276591.9189522,1.5288,-0.6418,0.6821
1608276591.9239738,-1.136,-1.2488,-0.8989
1608276591.9297612,1.4722,-0.6294,0.5771
1608276591.9337823,-1.0789,-1.2629,-0.823
1608276591.9388208,1.408,-0.6179,0.4768
1608276591.9438426,-1.0083,-1.2793,-0.7605
1608276591.9488776,1.3467,-0.5962,0.3933
1608276591.953877,-0.9517,-1.2893,-0.6836
1608276591.9588847,1.272,-0.5635,0.2888
1608276591.9636297,-0.1794,-1.439,0.1841
1608276591.9679585,0.4873,-0.4167,-0.7527
1608276591.9729078,-0.0881,-1.4617,0.2664
1608276591.9779282,0.3792,-0.395,-0.855
1608276591.982007,0.0044,-1.4773,0.3496
1608276591.9872577,0.2571,-0.3833,-0.9348
1608276591.9919517,0.1091,-1.4875,0.4043
1608276591.996955,0.144,-0.385,-0.9504
1608276592.001983,0.217,-1.51,0.4939
1608276592.0079203,0.0083,-0.3857,-0.9641
1608276592.0109115,0.3069,-1.5178,0.5603
1608276592.0164356,-0.8843,-0.5459,-1.2512
1608276592.021424,1.2219,-1.2932,1.1106
1608276592.0260203,-0.9485,-0.6196,-1.2939
1608276592.0310488,1.3032,-1.2351,1.1394
1608276592.0360205,-1.0107,-0.6748,-1.3308
1608276592.041003,1.3911,-1.1641,1.166
1608276592.0449765,-1.0757,-0.7495,-1.3479
1608276592.0498905,1.4504,-1.0981,1.1719
1608276592.0548484,-1.1396,-0.8193,-1.355
1608276592.0598917,1.5168,-1.0256,1.1643
1608276592.0650241,-1.1968,-0.8926,-1.356
1608276592.070047,1.5723,-0.959,1.1533
1608276592.0750337,-1.2434,-0.9587,-1.3528
1608276592.082048,1.6211,-0.8904,1.1458
1608276592.0870366,-1.1536,-1.2717,-0.9653
1608276592.0910244,1.5337,-0.5938,0.6123
1608276592.0960107,-1.1055,-1.2817,-0.9021
1608276592.1019263,0.3718,-1.5251,0.6282
1608276592.107082,-0.218,-0.3923,-0.9587
1608276592.1121354,0.4741,-1.5313,0.6975
1608276592.117053,-0.3411,-0.3975,-0.9487
1608276592.1220393,0.5776,-1.5286,0.7632
1608276592.1270254,-0.4395,-0.4011,-0.9666
1608276592.132032,0.6902,-1.521,0.824
1608276592.1361291,-0.5391,-0.4033,-1.0
1608276592.1421156,0.8096,-1.4929,0.8672
1608276592.146326,-0.6265,-0.4194,-1.051
1608276592.1513128,0.9207,-1.4688,0.8945
1608276592.1563003,-0.7063,-0.4507,-1.1006
1608276592.161348,1.0266,-1.429,0.9397
1608276592.1663337,-0.7786,-0.4805,-1.1606
1608276592.1709516,1.1279,-1.3792,0.9695
1608276592.1757183,-0.8506,-0.5278,-1.1926
1608276592.180725,1.2283,-1.3245,0.9993
1608276592.1850042,-0.9338,-0.582,-1.2422
1608276592.1903512,1.3022,-1.2671,1.0327
1608276592.1955416,-0.9963,-0.646,-1.2629
1608276592.2002623,1.3726,-1.2017,1.0784
1608276592.2049713,-1.0708,-0.7126,-1.2871
1608276592.2089362,1.7161,-0.5845,0.9102
1608276592.214585,-1.2937,-1.2783,-1.178
1608276592.2187252,1.7017,-0.5459,0.8357
1608276592.2245066,-1.2644,-1.3035,-1.1465
1608276592.228696,1.6772,-0.5205,0.7644
1608276592.233971,-1.2275,-1.3174,-1.0955
1608276592.2386007,1.6526,-0.5083,0.6851
1608276592.2428195,-1.1873,-1.3235,-1.0288
1608276592.2479646,1.6194,-0.5059,0.605
1608276592.2527685,-1.134,-1.3274,-0.9695
1608276592.259267,1.6724,-0.7883,1.1035
1608276592.2654128,-0.9258,-0.5715,-1.2549
1608276592.2699974,1.2493,-1.2952,1.0891
1608276592.274495,-0.9978,-0.6375,-1.2903
1608276592.2790093,1.7192,-0.675,1.0225
1608276592.283982,-1.3201,-1.2141,-1.2747
1608276592.2889864,1.7285,-0.6252,0.9675
1608276592.294003,-1.3015,-1.2412,-1.2346
1608276592.2989616,1.7168,-0.5876,0.897
1608276592.3040984,-1.2813,-1.272,-1.1956
1608276592.308088,1.7065,-0.551,0.8152
1608276592.3132744,-1.2441,-1.2874,-1.1323
1608276592.3180223,1.6709,-0.5281,0.7385
1608276592.3232794,-1.2114,-1.3152,-1.0693
1608276592.3279948,1.6301,-0.5232,0.6514
1608276592.3330145,-1.1584,-1.3184,-0.9937
1608276592.3380187,0.9578,-0.458,-0.4661
1608276592.3423831,-0.5234,-1.4131,-0.0513
1608276592.3473856,0.8518,-0.4431,-0.5569
1608276592.3517277,-0.4297,-1.4285,0.0295
1608276592.356878,0.7371,-0.4355,-0.6082
1608276592.3620398,-0.3342,-1.449,0.1099
1608276592.367026,0.5955,-0.4326,-0.6375
1608276592.3721905,-0.2283,-1.4688,0.1853
1608276592.3769338,0.4568,-0.4192,-0.6345
1608276592.3810184,-0.1287,-1.4885,0.2539
1608276592.3860254,0.322,-0.4053,-0.6328
1608276592.3910134,-0.0271,-1.501,0.3091
1608276592.3958235,0.1846,-0.396,-0.636
1608276592.4009938,0.0928,-1.5181,0.3813
1608276592.4061763,-0.7412,-0.4519,-1.1394
1608276592.411136,0.2031,-1.5251,0.4475
1608276592.4162982,-0.0586,-0.3757,-0.6807
1608276592.4212852,0.3115,-1.5356,0.512
1608276592.4254239,-0.1707,-0.3708,-0.7302
1608276592.430409,0.4207,-1.5435,0.5732
1608276592.4355667,-0.9805,-0.6118,-1.2849
1608276592.4396875,1.3088,-1.259,1.1145
1608276592.444993,-1.053,-0.6755,-1.3135
1608276592.4499395,1.3804,-1.1902,1.1436
1608276592.4547346,-1.1143,-0.7522,-1.3398
1608276592.4596195,1.4473,-1.1169,1.167
1608276592.46454,-1.1792,-0.8262,-1.345
1608276592.4695272,1.5107,-1.0447,1.179
1608276592.474513,-1.2256,-0.8955,-1.3574
